beam_1,beam_2,beam_3,beam_4,beam_5,beam_6,beam_7,beam_8,beam_9,beam_10,beam_11,beam_12,beam_13,beam_14,beam_15,beam_16,beam_17,beam_18,beam_19,beam_20,beam_21,beam_22,beam_23,beam_24,beam_25,beam_26,beam_27,beam_28,beam_29,beam_30,beam_31,beam_32,beam_33,beam_34,beam_35,beam_36,beam_37,beam_38,beam_39,beam_40,beam_41,beam_42,beam_43,beam_44,beam_45,beam_46,beam_47,beam_48,beam_49,beam_50,K,angle
0.011119293837315,0.0137227714182512,0.150747596585811,0.0166604533453176,0.107976705119634,0.394710620680814,0.18352683459904,0.0345524595925281,0.0331981957572113,0.167971775008495,0.0303407259722128,0.219336713379662,0.00932645241017013,0.00585756101078775,0.00950364856085411,0.208014212343144,0.140044808123826,0.217509327412996,0.0778631929639607,0.0582422569699776,0.0704632564503164,0.0437718764927959,0.0612587896359331,0.158589716657559,0.0994767424556309,0.105438492898363,0.0626399965289071,0.343736811530905,0.00165098749418784,0.0709267894880772,0.211899218314681,0.225314245253344,0.094958904046739,0.0173207455312592,0.21856090074832,0.19940835960603,0.0290054234621981,0.0151438942545653,0.0196470090953123,0.0633082122696782,0.0193009131124921,0.0370785798114054,0.0472710902633888,0.0469647502415629,0.13837306949318,0.0893856069724874,0.207245173649402,0.241092866478074,0.239976455765713,0.0476253991644034,1,0
0.0424876300266553,0.0135895740353726,0.150690264725761,0.0166538921747482,0.10793138716107,0.394537692334772,0.183444275063698,0.034535885740353,0.0331819755628158,0.167885294304272,0.0303248638755814,0.21921356342938,0.00932125521382058,0.00585405855997935,0.00949785941668831,0.207879456546463,0.139951279980592,0.217360694506902,0.0778080138182674,0.0582006554103575,0.0704115047247352,0.0437380868427408,0.0612104194475335,0.158461626171424,0.0993949095398721,0.105349736644003,0.062585391117126,0.343431601050742,0.00164946831234331,0.0708609343438627,0.211697875138283,0.225096496723424,0.0948638113974957,0.0173033283213233,0.218334782107031,0.199198061831333,0.0289741427531162,0.0151274583987531,0.0196256170450009,0.0632357211579897,0.0192787251712655,0.0370351435663478,0.0472143201450705,0.0469072951999341,0.138202244508863,0.0892724441321325,0.20697354207474,0.240763685791742,0.239637700869785,0.0475567559212008,1,0
0.0425090935686931,0.0135961003937278,0.150757000616756,0.0166610577067438,0.107975209673652,0.394690870766518,0.183513564607897,0.0345478976926455,0.03319333069975,0.167938123927464,0.0303341977621501,0.219272732269472,0.00932383326854824,0.00585542686654226,0.00949999948137047,0.207918371307874,0.139974824188829,0.217394116175154,0.0778180290015149,0.0582079675240703,0.0704189311623408,0.043741088253023,0.061213569723627,0.158467129729371,0.0993969258361018,0.10534996291487,0.0625837645468628,0.343417051478592,0.00164934287162046,0.0708551928408637,0.211676391115566,0.225070150410638,0.0948494376851521,0.0173006620692073,0.218294723450985,0.199157878321748,0.0289676091977931,0.015123993829553,0.0196210720854832,0.0632174374529202,0.0192731122943113,0.0370235738213939,0.0471981673115122,0.0468902122730421,0.138147879906128,0.0892298120047063,0.206868096749518,0.240637480123066,0.239507059388179,0.0475294581225518,1,0
0.042529476289037,0.0136022873440892,0.150820115802046,0.0166678410471264,0.108016770227315,0.394836107754945,0.18357942042102,0.0345592668841485,0.0332041921148902,0.167988249484924,0.0303430806839392,0.219328889208873,0.00932630833205683,0.00585671811156402,0.00950204471755534,0.207955392961768,0.139997277635808,0.217426114818935,0.0778275731984508,0.0582150933792187,0.0704261424945622,0.0437439994050921,0.0612166354469643,0.158472671809999,0.0993990327322289,0.105350418213222,0.0625824139106841,0.343403985254319,0.00164922232845903,0.070849929684643,0.211656659824294,0.225045864941348,0.0948360120041464,0.0172981998268231,0.218257197876378,0.19912042950219,0.0289614809711694,0.0151207977182467,0.0196168966154404,0.0632002801470439,0.0192678974143373,0.0370127564811055,0.0471818702008315,0.0468703912357343,0.138086766891263,0.0891877269441838,0.206768640625105,0.240518525939931,0.239384003619685,0.0475037235133934,1,0
0.0425484344466517,0.013608028074773,0.150878482111607,0.0166741209746455,0.108055325373717,0.394970771743232,0.183640660868584,0.034569778724506,0.0332143683513484,0.168034713461323,0.0303513452409972,0.219380910950019,0.00932863489860658,0.00585790419187285,0.00950395336651235,0.207989684457081,0.140018115783034,0.217455927716161,0.0778363915889497,0.0582218615691606,0.0704329427016651,0.0437467148386582,0.0612194811046852,0.158477948466432,0.0994010570906761,0.105350947136025,0.0625812746497743,0.343392085327672,0.00164910532057084,0.0708451177492315,0.211638666270855,0.225023670823742,0.0948235793181179,0.0172959534613096,0.218222396876225,0.199085961826934,0.0289557996891266,0.0151178982894695,0.0196131298933953,0.0631844505088573,0.0192623853021772,0.0369999449425262,0.0471635795776877,0.0468514529687088,0.138029825139044,0.0891484545299661,0.20667620029079,0.240408073272867,0.23926985326664,0.0474798301907513,1,0
0.206469351898884,0.0113424755876763,0.147705289737011,0.0163193103129004,0.105711194876255,0.386457062061538,0.179580264472511,0.0338445993895223,0.0324393125356017,0.16444375679224,0.0296852824153784,0.214733396832174,0.00911118737690092,0.0057401355612548,0.00929537184819366,0.203625158681822,0.137063264437179,0.212811071664732,0.0762280835162266,0.0569129423506553,0.0689013834110382,0.0428329159118736,0.0599560690929984,0.155143317838966,0.0973244845752203,0.103140035894133,0.0612473387221876,0.336329922685652,0.0016190340261441,0.0693875952771155,0.207250238615445,0.220373795705836,0.0929497414745982,0.0169352555507677,0.213972322691594,0.195081105222823,0.0283977496142491,0.0147910335583284,0.0191771596047543,0.0619788832652311,0.0188611304660081,0.0362432870129534,0.0462620107423246,0.0459462924390413,0.135353488042932,0.0874928112000557,0.202686328936905,0.235762931499942,0.234668079419049,0.0466013888430217,1.5,0
0.042384471556551,0.013566335156661,0.150567774121982,0.0166362289749829,0.107772477189344,0.394019832027599,0.183099024968186,0.0345125874483561,0.0330782552034478,0.167708311549536,0.0302749343016224,0.219033966094982,0.00929293754429533,0.00585604830743992,0.00948294983429863,0.207769141879437,0.139862342848827,0.217167732639535,0.0777973623258915,0.0580828039562648,0.0703243439908697,0.043724598487974,0.0612086385782936,0.158393356337872,0.0993692344981263,0.105314218617974,0.0625448912329793,0.343482984055638,0.00165377028844074,0.0708741576422378,0.211706874846752,0.22512694650211,0.0949694039930906,0.0173030255588447,0.218650956848869,0.199358793559967,0.029023726103892,0.0151165956815248,0.0195992370856012,0.0633617479981992,0.0192814630325591,0.037054472414331,0.0473043725721592,0.046985396526565,0.138420373841238,0.0894880538873495,0.207322986944395,0.241182710986788,0.240095554541729,0.0476858346672501,1.5,0
0.0422876762963601,0.0135369773094549,0.150268562560409,0.0166040161217398,0.107574512054568,0.393327755578769,0.182784302231559,0.0344584455945146,0.0330259768901182,0.167468865991604,0.0302323741937529,0.21876564710741,0.00928098626697634,0.00584991741752027,0.00947313267328332,0.207592709261032,0.139755404132467,0.217015265321706,0.0777523616352563,0.0580486610327727,0.0702901902169678,0.0437112617592852,0.0611950129016284,0.158369624260305,0.099361198421844,0.105314491847654,0.0625530616306803,0.343557093910011,0.00165443045404719,0.0709023518943056,0.211811244387448,0.225254725535162,0.0950397318956566,0.0173158707575523,0.218846840833844,0.199553693258977,0.0290556370930716,0.0151331701097564,0.0196208707201408,0.0634510264168399,0.0193085510844517,0.0371104777861161,0.0473832095880731,0.0470685336198212,0.138676317277891,0.0896777263117006,0.207772962884762,0.241725248674435,0.240662742862579,0.0478058690287748,1.5,0
0.0421761153765999,0.0135030303093108,0.149921001491986,0.0165666589896811,0.1073456161145,0.392527005083965,0.182421655900707,0.0343955599723179,0.0329663669145021,0.167191730010195,0.0301833661426154,0.218454760442242,0.00926741747827991,0.00584272840727482,0.00946186765754656,0.20738799340279,0.13963157856641,0.216839563877904,0.0776998275077998,0.0580102980528848,0.0702513549970956,0.0436957604435329,0.0611789537883831,0.158342352040392,0.0993518332951371,0.105314910823741,0.0625628936769617,0.343641408766451,0.00165513449514778,0.0709347269820022,0.211931807433168,0.225402184387416,0.0951197883612033,0.0173307575217067,0.219069672746702,0.199777538121727,0.029091984352748,0.0151525420832499,0.0196463205115811,0.063552936720024,0.0193399494260075,0.0371752573592359,0.0474764562788308,0.047170481266594,0.138986586322871,0.0898939347762015,0.208290355625995,0.242349155184159,0.241314809204781,0.0479434633012519,1.5,0
0.0420507897477293,0.013464790721459,0.149528018331362,0.0165244785864427,0.107087829108787,0.391624708179575,0.182014454136535,0.0343244773750663,0.0329000401169707,0.166879431791649,0.0301283802572171,0.21810417904309,0.00925237999000803,0.00583454199238911,0.00944927150130519,0.207156990528415,0.139492123832745,0.216642522163247,0.077640293263922,0.0579682340119037,0.0702083455588138,0.0436782979798773,0.0611606837696092,0.158312080847406,0.0993414001187353,0.10531568299631,0.062574459588203,0.343735778667974,0.00165587474916299,0.070971133559129,0.212067967919379,0.22556851573667,0.0952089878371347,0.0173475990657436,0.219317719443963,0.200028730137777,0.0291324758177336,0.0151745975651977,0.0196754498640212,0.063666526172475,0.0193757567018678,0.037252016109896,0.0475850005049362,0.0472851987618957,0.139334626428939,0.0901355183337285,0.208870518881936,0.243048818315501,0.242045850190855,0.0480973332186156,1.5,0
