beam_1,beam_2,beam_3,beam_4,beam_5,beam_6,beam_7,beam_8,beam_9,beam_10,beam_11,beam_12,beam_13,beam_14,beam_15,beam_16,beam_17,beam_18,beam_19,beam_20,K,angle
0.0150822810713668,0.0475859974793539,0.567039605256289,0.0289541165357866,0.131458131464656,0.188431292452672,0.0374111169560799,0.325514098503219,0.0598515599352531,0.0681203827898074,0.344221625785248,0.0497048814323792,0.231747753876523,0.0446820247851715,0.117957424971563,0.00456690525104607,0.347440723406406,0.0063580541263548,0.432958832912143,0.0892209854704641,0.2,0
0.203980779713659,0.0494466098309051,0.553340143517977,0.028190778940312,0.128497892196062,0.183998123511056,0.0365396797315076,0.318300261254377,0.0585901074490466,0.0666010076678961,0.337127743719883,0.048702122518712,0.2270998837232,0.0438336274561118,0.115611406513638,0.00445616802326745,0.341039388237352,0.00619302240804207,0.425554754658615,0.0879172590351024,0.4,0
0.426540600285381,0.0471008375692029,0.507424018791553,0.0258955598896413,0.11800387581683,0.169311123967578,0.0336206261151536,0.293422434201148,0.0540662433845876,0.0615711580996156,0.311516864960204,0.0450173708800038,0.210343946798609,0.0406307330089455,0.107342071763342,0.00415232658615156,0.317283274110585,0.00577559143933494,0.396526478723964,0.081993330818975,0.6,0
0.0190135066609478,0.0466116773296426,0.565089204576853,0.0288244620726095,0.131179390058776,0.187989066526372,0.0373282497171879,0.325147403918734,0.0598372101690086,0.0680766250180709,0.344333229190734,0.049737859018784,0.232012873138975,0.0447699283270986,0.118161980571452,0.00456559662374466,0.348501124346453,0.00635046498203338,0.434772489568791,0.08974954894073,0.8,0
0.0949396083981642,0.0536950689656215,0.562502720652118,0.0286877067180445,0.130582150421425,0.187110236537999,0.0371542530190295,0.323626443397537,0.0595580714002811,0.0677504904850798,0.342717208074541,0.0495048225501223,0.230909576619506,0.0445579847187178,0.117590289757755,0.00454196394990863,0.346812671628869,0.00631688591147855,0.432667630521148,0.0893224218954731,1,0
0.0432984140915262,0.0386682673329922,0.55921372905741,0.0285449414350651,0.130140455688417,0.186818477309181,0.0370975470806859,0.324019867391162,0.0597337612214116,0.0680534130690076,0.344346660126482,0.0497702412361326,0.232709293258705,0.0449692829803215,0.118852359135602,0.00459996776869683,0.351611606934419,0.00639833934060806,0.439736241547142,0.0909879870076509,1.2,0
0.0365555487966768,0.0449291817465203,0.563137242832659,0.0287299930103068,0.130827638489367,0.187577981041151,0.037247280739956,0.324713494805057,0.0597896804652454,0.0680496729581712,0.34424531332056,0.0497346470277844,0.232162205440278,0.0448189959072084,0.118339129262307,0.00457443859493025,0.349353729786799,0.0063626118746753,0.436169659148546,0.0901054129527646,1.4,0
0.193836813675166,0.0490342392163236,0.552458429907032,0.0281833549152971,0.128364712449917,0.184048976925006,0.036546912439016,0.318648308429196,0.0586784823601123,0.0667846037743624,0.337871813504127,0.0488155708147337,0.227889292292577,0.0439978666675677,0.116171901123073,0.00449013674044092,0.343007242210632,0.00624494400070724,0.428300171323845,0.0884945209949767,1.6,0
0.0457835896939452,0.0237605469225999,0.556498305793519,0.0283975073576035,0.129706949549667,0.186280526578554,0.0369938549218394,0.323593752494275,0.0597176297642874,0.0680527328946697,0.344558969623489,0.0498198869151147,0.233183217421614,0.0451018218502938,0.119244225525166,0.00461303036255347,0.353372578750054,0.00641358204222156,0.442561387541068,0.0917251602893585,1.8,0
0.358351556983322,0.0560648505390486,0.522013375471621,0.0266004503766903,0.121554899648501,0.174304303372639,0.0346178339385303,0.302418856283805,0.0557724035773668,0.0634670393746642,0.321491430469391,0.0464746768696995,0.21720868990088,0.0419918802420262,0.110882032770313,0.00427714328573126,0.328151934347175,0.00594227811833042,0.410557994919236,0.0850530399443405,2,0
0.0370663472953544,0.050205858272188,0.561131358352416,0.0286350803673372,0.130467596755486,0.187169832454044,0.037166717452451,0.324300676802118,0.0597475571459475,0.0680340450711042,0.34420331964724,0.0497384546430513,0.232360773328793,0.0448783636767212,0.118551509921806,0.00458541741880273,0.350331225703488,0.00637802356887393,0.437742484632601,0.0904986236848525,2.2,0
