beam_1,beam_2,beam_3,beam_4,beam_5,beam_6,beam_7,beam_8,beam_9,beam_10,beam_11,beam_12,beam_13,beam_14,beam_15,beam_16,beam_17,beam_18,beam_19,beam_20,beam_21,beam_22,beam_23,beam_24,beam_25,beam_26,beam_27,beam_28,beam_29,beam_30,beam_31,beam_32,beam_33,beam_34,beam_35,beam_36,beam_37,beam_38,beam_39,beam_40,beam_41,beam_42,beam_43,beam_44,beam_45,beam_46,beam_47,beam_48,beam_49,beam_50,K,angle
0.0325161665473208,0.0188998725962784,0.0656865250989713,0.0132470243106123,0.0799356365901666,0.0144096307822719,0.0457481761701915,0.00765505980825509,0.168005688540908,0.214983309002327,0.0189303718870908,0.0878011734688817,0.0719012508336613,0.229747233332853,0.0755431516446298,0.0285359968484031,0.0417153133700515,0.167612720746173,0.014439981357623,0.427914077724582,0.106983798503337,0.167302558293906,0.120432947884509,0.0232059738788399,0.20062128756191,0.0574872794701943,0.0782621742366194,0.140624143066627,0.0147681429320222,0.0845166343672816,0.0773731066108633,0.117104532787622,0.0255247398742036,0.102777422912351,0.0525785959386435,0.153665223090006,0.0901135296226136,0.108464853002439,0.141156837824812,0.15090512426428,0.221648030745201,0.0519637968728179,0.162090512780319,0.00881275247915576,0.0624566498631228,0.316960674871841,0.419582638783577,0.121333395978786,0.0204437334090435,0.017491479038061,0.1,0
0.0342162579729765,0.0509233290517759,0.136824312959713,0.0990513702376753,0.00158461878590651,0.0780645942615243,0.0920323316220929,0.0481006871690306,0.0684184607274147,0.295194309399629,0.0797203932582375,0.00498663394331723,0.0315547771817081,0.0590573413360423,0.0393654766874518,0.0880650704552329,0.0113577558881067,0.0464201357314023,0.0828175340543097,0.15235556239836,0.0554671628681094,0.338731984429419,0.109985290380915,0.0697324173497055,0.0709110516234068,0.0135164853174926,0.0387629848510183,0.156500778402292,0.153186136660299,0.212916596869147,0.195682289722437,0.0766070439774451,0.25696842438464,0.0217704461962482,0.0910789667800373,0.0472448031836975,0.00553161905839263,0.326773653820195,0.397685135999836,0.135254065804606,0.106640591051208,0.0637244537612033,0.00617948420733075,0.157165520604133,0.145360816855186,0.0404509002110279,0.121033643452689,0.0337496274096289,0.295405183896883,0.0354221342051071,0.2,0
0.0591427541187164,0.045248172358951,0.053817997090856,0.175463825673974,0.142481139366605,0.0294815451014623,0.0128547045810153,0.0827441822893399,0.0264508775019202,0.0555673542997018,0.174466527421474,0.188757939116979,0.0452668995493324,0.0312405694548743,0.120560304749247,0.0490943166018665,0.0148899310165254,0.108426181780052,0.0368774814698764,0.295307325658219,0.0781488658135546,0.295329059162496,0.113237947559294,0.0392458400846457,0.0181613163527576,0.155781749674192,0.0877286793480996,0.0999432130236149,0.0266644905740115,0.147045406717555,0.241732740076855,0.0335504006933032,0.00193620054592311,0.0367508189400137,0.117040699875968,0.221408339228476,0.111254667286523,0.0945771525120517,0.367817559244534,0.440094243996423,0.0594048447960471,0.0535858402087247,0.177682681744261,0.0164327362617665,0.130891646556579,0.0739287871216193,0.144027627236151,0.0238034294279085,0.114155560624425,0.0283126933282261,0.3,0
0.125895081457481,0.0761397983154947,0.0858485963446287,0.0708668930725536,0.00975393486123247,0.0252340992618784,0.0230391283539657,0.131229715985982,0.046338469421194,0.000840526424339835,0.122447691568639,0.0252200018402615,0.0718724525923381,0.0244878643690768,0.0893517322313949,0.109705498228311,0.0415192906010555,0.24995826387977,0.0406628502741109,0.105909378288345,0.0440170026295728,0.0903269306375605,0.0324924222938194,0.039867589564181,0.0387891173660996,0.173938137992429,0.0188292870595909,0.0427690178904634,0.173927449777166,0.148296316490054,0.14484508119463,0.0445451318813831,0.250236833357272,0.101681003486585,0.295907921178216,0.263529463246411,0.0358485488189818,0.15146490510628,0.481167996134084,0.0537995255992123,0.130017608171886,0.367877100592695,0.145602794635174,0.166383754850504,0.0534488444414696,0.00379377931321761,0.0238341322243958,0.105567786390666,0.00317136355458844,0.0249895386130641,0.4,0
0.0193757537485691,0.0797535347704476,0.0119181070348904,0.0805622665296645,0.0864681837199412,0.0326299009209649,0.0797704787752219,0.0489644576992929,0.00842539592884205,0.0155747888136188,0.020259557394903,0.101516052452492,0.0108030636168016,0.0146164443866334,0.0269691870506732,0.222302699440223,0.0187760133687204,0.017575381905978,0.0271957215241786,0.0596315760336402,0.0261056937584368,0.0349942575615193,0.0270865075232659,0.0125319816252701,0.0799707574060915,0.810100490419893,0.16143765527472,0.0353227977550943,0.231336367208332,0.0276408265027496,0.251823063510713,0.108928061517969,0.0749196182228903,0.00912739649594265,0.116592415656743,0.0117617414496769,0.0282378983607145,0.0961740158261064,0.174094784292952,0.0132397763292282,0.0023393169755794,0.0161257434012605,0.128482986334808,0.0316921175639522,0.0206435531041159,0.0389655594815823,0.0177824783746892,0.01231767361803,0.0192420473104295,0.00460880041270251,0.5,0
0.0732059619704336,0.315395011189704,0.00409427348822212,0.297317173274235,0.0902344380091211,0.00924602142679727,0.0815083155064771,0.017195938852363,0.0981705724696643,0.220125132223567,0.0283541344645446,0.00449001874242415,0.0339586044923918,0.0173482363750901,0.0387596148988851,0.190340797241592,0.0938738315897769,0.0142533542593764,0.0451022918101173,0.568541485322238,0.0454379002758907,0.22919760144487,0.208299031105576,0.0911730740928352,0.000284453790031344,0.300562821723004,0.0143582279819759,0.0773509451498933,0.0161340210787624,0.209431686675876,0.00752574662518557,0.0980368581486153,0.0818434290271757,0.00695576541997257,0.0172115332913308,0.121254175184207,0.0513541780940245,0.11266028549291,0.157260703429448,0.170499135451643,0.0521966696445228,0.0322621199076624,0.0379112124927502,0.0101308728318621,0.0072892765181581,0.0335861942046981,0.053243807663744,0.0267350472933564,0.0362885041489289,0.0187197401812079,0.6,0
0.198691143561083,0.0380678896198425,0.0340268984290452,0.302831367145253,0.276196907260684,0.266844662101958,0.0801205809426571,0.0708094293836789,0.0148669878269015,0.233985861642301,0.0831302758201683,0.0509912082888475,0.0744297332137282,0.000205799155138117,0.104823679318102,0.0954928323712411,0.00306093503515903,0.169455881318265,0.0914141758362744,0.228961774003858,0.10820762680391,0.0330893189254231,0.0875975831616645,0.0255659789684366,0.00631931143660464,0.379369078620999,0.240353466034773,0.0610508340040196,0.166563800700188,0.121113532448313,0.0963297406486987,0.0943450459554326,0.00493315454177925,0.0380042850063964,0.151801021048344,0.0602292349559579,0.0141729665643363,0.0913647496541809,0.137935564447332,0.169221580828111,0.131760896510955,0.0736440668783214,0.0889766890999274,0.0189942800889757,0.147807995962286,0.0259593142732423,0.0273144095909108,5.9661925535562e-05,0.284689884335563,0.144022636430911,0.7,0
0.0217010413864736,0.133929972567754,0.130414752073359,0.372410443412223,0.156138742786595,0.198635158614746,0.0120520288185022,0.240132319348114,0.0282458997355255,0.26185306818007,0.02220981761837,0.0565789323452544,0.0630314781044517,0.0142078188114756,0.126696941940329,0.0617636415719107,0.0541344826614682,0.143170555412467,0.0376127833545136,0.132040009628846,0.059389222566498,0.181187891088853,0.234433230654662,0.0485836407588203,0.115926393884754,0.278179083068949,0.134572044563594,0.191821749940866,0.103509353899245,0.217017538278877,0.233713937249825,0.237272382516014,0.0583962592916912,0.000208031608686198,0.0209959623726856,0.110991820345323,0.0692827111215907,0.00681733929836806,0.243632071151039,0.0285826701824667,0.023425657867121,0.15059965623751,0.101148007211368,0.073120796879771,0.112377170333958,0.039031603905314,0.110910843514433,0.0956375622228822,0.0322583989307062,0.00999485076324261,0.8,0
0.280750972132036,0.00235178797410034,0.00434469963966147,0.061317292725922,0.0906381198971521,0.0737787508409944,0.125939466353125,0.00242928176573521,0.0327983812492637,0.15782374663789,0.00299881604301852,0.107924232226276,0.070467385080829,0.0156995719832521,0.0239594592870886,0.0641679353185395,0.0908310783489471,0.197838817601677,0.0861281723147198,0.40002109900918,0.0119482995942303,0.292688261818619,0.0373107270171246,0.0932922257192845,0.149830493194364,0.367151555793672,0.0532066529283517,0.167698133499008,0.135424462692662,0.0655921308976394,0.011984037502487,0.0171817173719812,0.000989383927819634,0.0679508543598231,0.0509061919842452,0.0557957802712126,0.105279546071202,0.0390855018461382,0.313034695719752,0.341246548001208,0.177689894944986,0.122129896756321,0.0945365674042002,0.0165627581452942,0.0885384998166034,0.0174575752329704,0.105813673450183,0.0394021438714204,0.0647119874834962,0.0124572454559105,0.9,0
0.146743301822247,0.0128842821343117,0.0217061303913893,0.00748121839474989,0.187447617313113,0.105267304582689,0.0261329712792193,0.0199904187979349,0.115943409596374,0.0227152926670403,0.0786049802011641,0.101319312963553,0.104520134213177,0.0237580042456964,0.102793949108829,0.542714980322652,0.0816711775726053,0.152179474213476,0.00868450323559287,0.443321789050023,0.0936922956414888,0.0906986574311627,0.0537707795923852,0.0787073300887676,0.113084655098175,0.164278065761334,0.284021413054632,0.0732420972076578,0.0869482821022794,0.0787058244328907,0.016862380763089,0.087743600339481,0.00503986990021714,0.0271861235589883,0.0443094368059177,0.178643519925154,0.0367233063589467,0.0859747125214332,0.191869633880619,0.243139757668344,0.0889581745979496,0.14993496023019,0.0282981597332976,0.0629720686270982,0.0705790819213731,0.0214665105074334,0.00814268979470814,0.005774801430629,0.0546267790955739,0.0200250288279385,1,0
